Activity,Set #,Weight,Reps,Date,Volume,LLTB,Core,PDT,GHQC,Sum,DOW,Month,Break Time
Deadlift,4.0,80.0,10.0,2021-06-25,800.0,240.0,80.0,0.0,480.0,800.0,Friday,6.0,120
Deadlift,5.0,80.0,10.0,2021-06-25,800.0,240.0,80.0,0.0,480.0,800.0,Friday,6.0,180
Squat,1.0,55.0,10.0,2021-06-26,550.0,55.0,55.0,0.0,440.0,550.0,Saturday,6.0,90
Squat,2.0,65.0,8.0,2021-06-26,520.0,52.0,52.0,0.0,416.0,520.0,Saturday,6.0,120
Squat,3.0,75.0,6.0,2021-06-26,450.0,45.0,45.0,0.0,360.0,450.0,Saturday,6.0,60
Squat,4.0,65.0,8.0,2021-06-26,520.0,52.0,52.0,0.0,416.0,520.0,Saturday,6.0,30
Squat,5.0,55.0,10.0,2021-06-26,550.0,55.0,55.0,0.0,440.0,550.0,Saturday,6.0,120
Deadlift,1.0,80.0,10.0,2021-06-26,800.0,240.0,80.0,0.0,480.0,800.0,Saturday,6.0,60
Deadlift,2.0,80.0,10.0,2021-06-26,800.0,240.0,80.0,0.0,480.0,800.0,Saturday,6.0,30
Deadlift,3.0,80.0,10.0,2021-06-26,800.0,240.0,80.0,0.0,480.0,800.0,Saturday,6.0,120
Deadlift,4.0,80.0,10.0,2021-06-26,800.0,240.0,80.0,0.0,480.0,800.0,Saturday,6.0,30
Deadlift,5.0,80.0,10.0,2021-06-26,800.0,240.0,80.0,0.0,480.0,800.0,Saturday,6.0,150
Squat,1.0,55.0,5.0,2021-06-27,275.0,27.5,27.5,0.0,220.0,275.0,Sunday,6.0,180
Squat,2.0,60.0,5.0,2021-06-27,300.0,30.0,30.0,0.0,240.0,300.0,Sunday,6.0,150
Squat,3.0,65.0,5.0,2021-06-27,325.0,32.5,32.5,0.0,260.0,325.0,Sunday,6.0,120
Squat,4.0,70.0,10.0,2021-06-27,700.0,70.0,70.0,0.0,560.0,700.0,Sunday,6.0,60
Squat,5.0,80.0,10.0,2021-06-27,800.0,80.0,80.0,0.0,640.0,800.0,Sunday,6.0,60
Squat,6.0,85.0,5.0,2021-06-27,425.0,42.5,42.5,0.0,340.0,425.0,Sunday,6.0,150
Squat,7.0,95.0,10.0,2021-06-27,950.0,95.0,95.0,0.0,760.0,950.0,Sunday,6.0,120
Deadlift,1.0,65.0,10.0,2021-06-27,650.0,195.0,65.0,0.0,390.0,650.0,Sunday,6.0,120
Deadlift,2.0,65.0,10.0,2021-06-27,650.0,195.0,65.0,0.0,390.0,650.0,Sunday,6.0,90
Deadlift,3.0,65.0,10.0,2021-06-27,650.0,195.0,65.0,0.0,390.0,650.0,Sunday,6.0,150
Deadlift,4.0,65.0,10.0,2021-06-27,650.0,195.0,65.0,0.0,390.0,650.0,Sunday,6.0,120
Deadlift,5.0,65.0,10.0,2021-06-27,650.0,195.0,65.0,0.0,390.0,650.0,Sunday,6.0,150
Shoulder Press,1.0,45.0,8.0,2021-06-27,360.0,36.0,0.0,324.0,0.0,360.0,Sunday,6.0,120
Shoulder Press,2.0,45.0,10.0,2021-06-27,450.0,45.0,0.0,405.0,0.0,450.0,Sunday,6.0,120
Shoulder Press,3.0,45.0,10.0,2021-06-27,450.0,45.0,0.0,405.0,0.0,450.0,Sunday,6.0,90
Medicine Ball Slams,1.0,55.0,5.0,2021-06-27,275.0,91.575,91.575,91.575,0.0,274.725,Sunday,6.0,120
Pushups,2.0,70.0,5.0,2021-06-27,350.0,0.0,0.0,350.0,0.0,350.0,Sunday,6.0,90
Ab Crunch,1.0,30.0,8.0,2021-06-27,240.0,0.0,240.0,0.0,0.0,240.0,Sunday,6.0,90
Ab Crunch,2.0,30.0,8.0,2021-06-27,240.0,0.0,240.0,0.0,0.0,240.0,Sunday,6.0,120
Ab Crunch,3.0,30.0,7.0,2021-06-27,210.0,0.0,210.0,0.0,0.0,210.0,Sunday,6.0,150
Ab Crunch,4.0,20.0,10.0,2021-06-27,200.0,0.0,200.0,0.0,0.0,200.0,Sunday,6.0,60
Ab Crunch,5.0,20.0,10.0,2021-06-27,200.0,0.0,200.0,0.0,0.0,200.0,Sunday,6.0,90
Deadlift,1.0,90.0,5.0,2021-06-28,450.0,135.0,45.0,0.0,270.0,450.0,Monday,6.0,90
Deadlift,2.0,105.0,5.0,2021-06-28,525.0,157.5,52.5,0.0,315.0,525.0,Monday,6.0,180
Deadlift,3.0,115.0,7.0,2021-06-28,805.0,241.5,80.5,0.0,483.0,805.0,Monday,6.0,30
Deadlift,4.0,125.0,5.0,2021-06-28,625.0,187.5,62.5,0.0,375.0,625.0,Monday,6.0,120
Deadlift,5.0,130.0,3.0,2021-06-28,390.0,117.0,39.0,0.0,234.0,390.0,Monday,6.0,180
Squat,1.0,60.0,10.0,2021-06-28,600.0,60.0,60.0,0.0,480.0,600.0,Monday,6.0,90
Squat,2.0,60.0,10.0,2021-06-28,600.0,60.0,60.0,0.0,480.0,600.0,Monday,6.0,120
Squat,3.0,60.0,10.0,2021-06-28,600.0,60.0,60.0,0.0,480.0,600.0,Monday,6.0,180
Squat,4.0,60.0,10.0,2021-06-28,600.0,60.0,60.0,0.0,480.0,600.0,Monday,6.0,150
Squat,5.0,60.0,10.0,2021-06-28,600.0,60.0,60.0,0.0,480.0,600.0,Monday,6.0,90
Bench Press,1.0,50.0,10.0,2021-06-29,500.0,0.0,50.0,450.0,0.0,500.0,Tuesday,6.0,120
Bench Press,2.0,65.0,8.0,2021-06-29,520.0,0.0,52.0,468.0,0.0,520.0,Tuesday,6.0,120
Bench Press,3.0,75.0,6.0,2021-06-29,450.0,0.0,45.0,405.0,0.0,450.0,Tuesday,6.0,180
Shoulder Press,1.0,40.0,10.0,2021-06-29,400.0,40.0,0.0,360.0,0.0,400.0,Tuesday,6.0,120
Shoulder Press,2.0,40.0,10.0,2021-06-29,400.0,40.0,0.0,360.0,0.0,400.0,Tuesday,6.0,150
Shoulder Press,3.0,40.0,10.0,2021-06-29,400.0,40.0,0.0,360.0,0.0,400.0,Tuesday,6.0,30
Shoulder Press,4.0,40.0,10.0,2021-06-29,400.0,40.0,0.0,360.0,0.0,400.0,Tuesday,6.0,90
Shoulder Press,5.0,40.0,10.0,2021-06-29,400.0,40.0,0.0,360.0,0.0,400.0,Tuesday,6.0,60
Barbell Row,1.0,75.0,10.0,2021-06-29,750.0,675.0,0.0,0.0,75.0,750.0,Tuesday,6.0,150
Barbell Row,2.0,75.0,10.0,2021-06-29,750.0,675.0,0.0,0.0,75.0,750.0,Tuesday,6.0,120
Barbell Row,3.0,75.0,10.0,2021-06-29,750.0,675.0,0.0,0.0,75.0,750.0,Tuesday,6.0,60
Barbell Row,4.0,75.0,10.0,2021-06-29,750.0,675.0,0.0,0.0,75.0,750.0,Tuesday,6.0,90
Barbell Row,5.0,75.0,10.0,2021-06-29,750.0,675.0,0.0,0.0,75.0,750.0,Tuesday,6.0,150
Squat,1.0,55.0,5.0,2021-06-30,275.0,27.5,27.5,0.0,220.0,275.0,Wednesday,6.0,90
Squat,2.0,65.0,5.0,2021-06-30,325.0,32.5,32.5,0.0,260.0,325.0,Wednesday,6.0,90
Squat,3.0,70.0,9.0,2021-06-30,630.0,63.0,63.0,0.0,504.0,630.0,Wednesday,6.0,60
Deadlift,1.0,50.0,10.0,2021-06-30,500.0,150.0,50.0,0.0,300.0,500.0,Wednesday,6.0,90
Deadlift,2.0,50.0,10.0,2021-06-30,500.0,150.0,50.0,0.0,300.0,500.0,Wednesday,6.0,150
Deadlift,3.0,50.0,10.0,2021-06-30,500.0,150.0,50.0,0.0,300.0,500.0,Wednesday,6.0,90
Deadlift,4.0,50.0,10.0,2021-06-30,500.0,150.0,50.0,0.0,300.0,500.0,Wednesday,6.0,90
Deadlift,5.0,50.0,10.0,2021-06-30,500.0,150.0,50.0,0.0,300.0,500.0,Wednesday,6.0,120
Shoulder Press,1.0,50.0,10.0,2021-07-01,500.0,50.0,0.0,450.0,0.0,500.0,Thursday,7.0,120
Shoulder Press,2.0,55.0,10.0,2021-07-01,550.0,55.0,0.0,495.0,0.0,550.0,Thursday,7.0,90
Shoulder Press,3.0,60.0,8.0,2021-07-01,480.0,48.0,0.0,432.0,0.0,480.0,Thursday,7.0,60
Shoulder Press,4.0,70.0,5.0,2021-07-01,350.0,35.0,0.0,315.0,0.0,350.0,Thursday,7.0,150
Bench Press,1.0,60.0,10.0,2021-07-01,600.0,0.0,60.0,540.0,0.0,600.0,Thursday,7.0,30
Bench Press,2.0,80.0,10.0,2021-07-01,800.0,0.0,80.0,720.0,0.0,800.0,Thursday,7.0,30
Bench Press,3.0,100.0,10.0,2021-07-01,1000.0,0.0,100.0,900.0,0.0,1000.0,Thursday,7.0,120
Bench Press,4.0,60.0,10.0,2021-07-01,600.0,0.0,60.0,540.0,0.0,600.0,Thursday,7.0,180
Bench Press,5.0,60.0,10.0,2021-07-01,600.0,0.0,60.0,540.0,0.0,600.0,Thursday,7.0,150
Barbell Row,1.0,50.0,10.0,2021-07-01,500.0,450.0,0.0,0.0,50.0,500.0,Thursday,7.0,60
Barbell Row,2.0,50.0,10.0,2021-07-01,500.0,450.0,0.0,0.0,50.0,500.0,Thursday,7.0,120
Barbell Row,3.0,50.0,10.0,2021-07-01,500.0,450.0,0.0,0.0,50.0,500.0,Thursday,7.0,120
Barbell Row,4.0,50.0,10.0,2021-07-01,500.0,450.0,0.0,0.0,50.0,500.0,Thursday,7.0,60
Barbell Row,5.0,50.0,10.0,2021-07-01,500.0,450.0,0.0,0.0,50.0,500.0,Thursday,7.0,90
Bicep Curl,1.0,50.0,8.0,2021-07-01,400.0,400.0,0.0,0.0,0.0,400.0,Thursday,7.0,120
Bicep Curl,2.0,50.0,8.0,2021-07-01,400.0,400.0,0.0,0.0,0.0,400.0,Thursday,7.0,30
Bicep Curl,3.0,40.0,10.0,2021-07-01,400.0,400.0,0.0,0.0,0.0,400.0,Thursday,7.0,60
Bicep Curl,4.0,40.0,10.0,2021-07-01,400.0,400.0,0.0,0.0,0.0,400.0,Thursday,7.0,120
Tricep Extension,1.0,25.0,8.0,2021-07-01,200.0,0.0,0.0,200.0,0.0,200.0,Thursday,7.0,150
Tricep Extension,2.0,25.0,8.0,2021-07-01,200.0,0.0,0.0,200.0,0.0,200.0,Thursday,7.0,180
Tricep Extension,3.0,20.0,10.0,2021-07-01,200.0,0.0,0.0,200.0,0.0,200.0,Thursday,7.0,90
Tricep Extension,4.0,20.0,10.0,2021-07-01,200.0,0.0,0.0,200.0,0.0,200.0,Thursday,7.0,30
Deadlift,1.0,110.0,5.0,2021-07-02,550.0,165.0,55.0,0.0,330.0,550.0,Friday,7.0,60
Deadlift,2.0,120.0,5.0,2021-07-02,600.0,180.0,60.0,0.0,360.0,600.0,Friday,7.0,120
Squat,1.0,60.0,10.0,2021-07-02,600.0,60.0,60.0,0.0,480.0,600.0,Friday,7.0,60
Deadlift,1.0,115.0,5.0,2021-07-03,575.0,172.5,57.5,0.0,345.0,575.0,Saturday,7.0,120
Deadlift,2.0,125.0,5.0,2021-07-03,625.0,187.5,62.5,0.0,375.0,625.0,Saturday,7.0,150
Deadlift,3.0,135.0,3.0,2021-07-03,405.0,121.5,40.5,0.0,243.0,405.0,Saturday,7.0,120
Deadlift,4.0,145.0,4.0,2021-07-03,580.0,174.0,58.0,0.0,348.0,580.0,Saturday,7.0,120
Squat,1.0,60.0,10.0,2021-07-03,600.0,60.0,60.0,0.0,480.0,600.0,Saturday,7.0,120
Squat,2.0,60.0,10.0,2021-07-03,600.0,60.0,60.0,0.0,480.0,600.0,Saturday,7.0,30
Squat,3.0,60.0,10.0,2021-07-03,600.0,60.0,60.0,0.0,480.0,600.0,Saturday,7.0,90
Squat,4.0,60.0,10.0,2021-07-03,600.0,60.0,60.0,0.0,480.0,600.0,Saturday,7.0,90
Squat,5.0,60.0,10.0,2021-07-03,600.0,60.0,60.0,0.0,480.0,600.0,Saturday,7.0,90
Bench Press,1.0,80.0,3.0,2021-07-04,240.0,0.0,24.0,216.0,0.0,240.0,Sunday,7.0,120
Bench Press,2.0,90.0,3.0,2021-07-04,270.0,0.0,27.0,243.0,0.0,270.0,Sunday,7.0,60
Bench Press,3.0,100.0,3.0,2021-07-04,300.0,0.0,30.0,270.0,0.0,300.0,Sunday,7.0,90
Bench Press,4.0,110.0,3.0,2021-07-04,330.0,0.0,33.0,297.0,0.0,330.0,Sunday,7.0,180
Bench Press,5.0,120.0,2.5,2021-07-04,300.0,0.0,30.0,270.0,0.0,300.0,Sunday,7.0,90
Shoulder Press,1.0,45.0,10.0,2021-07-04,450.0,45.0,0.0,405.0,0.0,450.0,Sunday,7.0,90
Shoulder Press,2.0,45.0,10.0,2021-07-04,450.0,45.0,0.0,405.0,0.0,450.0,Sunday,7.0,60
Shoulder Press,3.0,45.0,10.0,2021-07-04,450.0,45.0,0.0,405.0,0.0,450.0,Sunday,7.0,120
Shoulder Press,4.0,45.0,10.0,2021-07-04,450.0,45.0,0.0,405.0,0.0,450.0,Sunday,7.0,120
Shoulder Press,5.0,45.0,10.0,2021-07-04,450.0,45.0,0.0,405.0,0.0,450.0,Sunday,7.0,90
Barbell Row,1.0,80.0,10.0,2021-07-04,800.0,720.0,0.0,0.0,80.0,800.0,Sunday,7.0,90
Barbell Row,2.0,80.0,10.0,2021-07-04,800.0,720.0,0.0,0.0,80.0,800.0,Sunday,7.0,90
Barbell Row,3.0,80.0,10.0,2021-07-04,800.0,720.0,0.0,0.0,80.0,800.0,Sunday,7.0,90
Barbell Row,4.0,80.0,10.0,2021-07-04,800.0,720.0,0.0,0.0,80.0,800.0,Sunday,7.0,120
Barbell Row,5.0,80.0,10.0,2021-07-04,800.0,720.0,0.0,0.0,80.0,800.0,Sunday,7.0,180
Squat,1.0,80.0,5.0,2021-07-05,400.0,40.0,40.0,0.0,320.0,400.0,Monday,7.0,180
Squat,2.0,85.0,5.0,2021-07-05,425.0,42.5,42.5,0.0,340.0,425.0,Monday,7.0,120
Squat,3.0,90.0,5.0,2021-07-05,450.0,45.0,45.0,0.0,360.0,450.0,Monday,7.0,90
Squat,4.0,95.0,5.0,2021-07-05,475.0,47.5,47.5,0.0,380.0,475.0,Monday,7.0,120
Squat,5.0,100.0,5.0,2021-07-05,500.0,50.0,50.0,0.0,400.0,500.0,Monday,7.0,90
Squat,6.0,105.0,5.0,2021-07-05,525.0,52.5,52.5,0.0,420.0,525.0,Monday,7.0,30
Squat,7.0,110.0,7.0,2021-07-05,770.0,77.0,77.0,0.0,616.0,770.0,Monday,7.0,60
Squat,8.0,105.0,5.0,2021-07-05,525.0,52.5,52.5,0.0,420.0,525.0,Monday,7.0,90
Squat,9.0,100.0,5.0,2021-07-05,500.0,50.0,50.0,0.0,400.0,500.0,Monday,7.0,150
Squat,10.0,95.0,5.0,2021-07-05,475.0,47.5,47.5,0.0,380.0,475.0,Monday,7.0,150
Squat,11.0,90.0,5.0,2021-07-05,450.0,45.0,45.0,0.0,360.0,450.0,Monday,7.0,60
Squat,12.0,85.0,5.0,2021-07-05,425.0,42.5,42.5,0.0,340.0,425.0,Monday,7.0,150
Squat,13.0,85.0,5.0,2021-07-05,425.0,42.5,42.5,0.0,340.0,425.0,Monday,7.0,120
Deadlift,1.0,80.0,10.0,2021-07-05,800.0,240.0,80.0,0.0,480.0,800.0,Monday,7.0,120
Deadlift,2.0,80.0,10.0,2021-07-05,800.0,240.0,80.0,0.0,480.0,800.0,Monday,7.0,90
Deadlift,3.0,80.0,10.0,2021-07-05,800.0,240.0,80.0,0.0,480.0,800.0,Monday,7.0,150
Deadlift,4.0,80.0,10.0,2021-07-05,800.0,240.0,80.0,0.0,480.0,800.0,Monday,7.0,150
Deadlift,5.0,80.0,10.0,2021-07-05,800.0,240.0,80.0,0.0,480.0,800.0,Monday,7.0,150
Single Leg Romanian Deadlift,1.0,35.0,10.0,2021-07-06,350.0,0.0,35.0,0.0,315.0,350.0,Tuesday,7.0,90
Single Leg Romanian Deadlift,2.0,35.0,10.0,2021-07-06,350.0,0.0,35.0,0.0,315.0,350.0,Tuesday,7.0,120
Single Leg Romanian Deadlift,3.0,35.0,10.0,2021-07-06,350.0,0.0,35.0,0.0,315.0,350.0,Tuesday,7.0,90
Single Leg Romanian Deadlift,4.0,35.0,10.0,2021-07-06,350.0,0.0,35.0,0.0,315.0,350.0,Tuesday,7.0,120
Single Leg Romanian Deadlift,5.0,35.0,10.0,2021-07-06,350.0,0.0,35.0,0.0,315.0,350.0,Tuesday,7.0,180
Bench Press,1.0,55.0,10.0,2021-07-06,550.0,0.0,55.0,495.0,0.0,550.0,Tuesday,7.0,120
Bench Press,2.0,65.0,8.0,2021-07-06,520.0,0.0,52.0,468.0,0.0,520.0,Tuesday,7.0,60
Bench Press,3.0,75.0,5.0,2021-07-06,375.0,0.0,37.5,337.5,0.0,375.0,Tuesday,7.0,90
Bench Press,4.0,85.0,8.0,2021-07-06,680.0,0.0,68.0,612.0,0.0,680.0,Tuesday,7.0,60
Bench Press,5.0,95.0,5.0,2021-07-06,475.0,0.0,47.5,427.5,0.0,475.0,Tuesday,7.0,60
Bench Press,6.0,95.0,5.0,2021-07-06,475.0,0.0,47.5,427.5,0.0,475.0,Tuesday,7.0,90
Bench Press,7.0,90.0,5.0,2021-07-06,450.0,0.0,45.0,405.0,0.0,450.0,Tuesday,7.0,60
Bench Press,8.0,85.0,7.0,2021-07-06,595.0,0.0,59.5,535.5,0.0,595.0,Tuesday,7.0,60
Bench Press,9.0,80.0,10.0,2021-07-06,800.0,0.0,80.0,720.0,0.0,800.0,Tuesday,7.0,150
Bench Press,10.0,75.0,7.0,2021-07-06,525.0,0.0,52.5,472.5,0.0,525.0,Tuesday,7.0,60
Bench Press,11.0,70.0,8.0,2021-07-06,560.0,0.0,56.0,504.0,0.0,560.0,Tuesday,7.0,90
Bench Press,12.0,65.0,7.0,2021-07-06,455.0,0.0,45.5,409.5,0.0,455.0,Tuesday,7.0,90
Bench Press,13.0,60.0,10.0,2021-07-06,600.0,0.0,60.0,540.0,0.0,600.0,Tuesday,7.0,150
Bench Press,14.0,55.0,10.0,2021-07-06,550.0,0.0,55.0,495.0,0.0,550.0,Tuesday,7.0,120
Bench Press,15.0,50.0,10.0,2021-07-06,500.0,0.0,50.0,450.0,0.0,500.0,Tuesday,7.0,120
Bench Press,16.0,45.0,10.0,2021-07-06,450.0,0.0,45.0,405.0,0.0,450.0,Tuesday,7.0,180
Shoulder Press,1.0,30.0,10.0,2021-07-06,300.0,30.0,0.0,270.0,0.0,300.0,Tuesday,7.0,60
Shoulder Press,2.0,30.0,10.0,2021-07-06,300.0,30.0,0.0,270.0,0.0,300.0,Tuesday,7.0,120
Shoulder Press,3.0,30.0,10.0,2021-07-06,300.0,30.0,0.0,270.0,0.0,300.0,Tuesday,7.0,120
Shoulder Press,4.0,30.0,10.0,2021-07-06,300.0,30.0,0.0,270.0,0.0,300.0,Tuesday,7.0,150
Shoulder Press,5.0,30.0,10.0,2021-07-06,300.0,30.0,0.0,270.0,0.0,300.0,Tuesday,7.0,150
Barbell Row,1.0,50.0,10.0,2021-07-06,500.0,450.0,0.0,0.0,50.0,500.0,Tuesday,7.0,120
Barbell Row,2.0,65.0,10.0,2021-07-06,650.0,585.0,0.0,0.0,65.0,650.0,Tuesday,7.0,90
Barbell Row,3.0,65.0,10.0,2021-07-06,650.0,585.0,0.0,0.0,65.0,650.0,Tuesday,7.0,150
Barbell Row,4.0,70.0,10.0,2021-07-06,700.0,630.0,0.0,0.0,70.0,700.0,Tuesday,7.0,120
Barbell Row,5.0,75.0,10.0,2021-07-06,750.0,675.0,0.0,0.0,75.0,750.0,Tuesday,7.0,150
Shoulder Press,1.0,50.0,5.0,2021-07-07,250.0,25.0,0.0,225.0,0.0,250.0,Wednesday,7.0,90
Shoulder Press,2.0,60.0,5.0,2021-07-07,300.0,30.0,0.0,270.0,0.0,300.0,Wednesday,7.0,120
Shoulder Press,3.0,65.0,9.0,2021-07-07,585.0,58.5,0.0,526.5,0.0,585.0,Wednesday,7.0,90
Shoulder Press,4.0,70.0,5.0,2021-07-07,350.0,35.0,0.0,315.0,0.0,350.0,Wednesday,7.0,30
Bench Press,1.0,80.0,10.0,2021-07-07,800.0,0.0,80.0,720.0,0.0,800.0,Wednesday,7.0,90
Bench Press,2.0,80.0,10.0,2021-07-07,800.0,0.0,80.0,720.0,0.0,800.0,Wednesday,7.0,120
Bench Press,3.0,80.0,10.0,2021-07-07,800.0,0.0,80.0,720.0,0.0,800.0,Wednesday,7.0,60
Bench Press,4.0,80.0,10.0,2021-07-07,800.0,0.0,80.0,720.0,0.0,800.0,Wednesday,7.0,90
Bench Press,5.0,80.0,10.0,2021-07-07,800.0,0.0,80.0,720.0,0.0,800.0,Wednesday,7.0,30
Barbell Row,1.0,70.0,10.0,2021-07-07,700.0,630.0,0.0,0.0,70.0,700.0,Wednesday,7.0,120
Barbell Row,2.0,70.0,10.0,2021-07-07,700.0,630.0,0.0,0.0,70.0,700.0,Wednesday,7.0,120
Barbell Row,3.0,70.0,10.0,2021-07-07,700.0,630.0,0.0,0.0,70.0,700.0,Wednesday,7.0,90
Barbell Row,4.0,70.0,10.0,2021-07-07,700.0,630.0,0.0,0.0,70.0,700.0,Wednesday,7.0,150
Barbell Row,5.0,70.0,10.0,2021-07-07,700.0,630.0,0.0,0.0,70.0,700.0,Wednesday,7.0,90
Deadlift,1.0,60.0,10.0,2021-07-08,600.0,180.0,60.0,0.0,360.0,600.0,Thursday,7.0,90
Deadlift,2.0,75.0,8.0,2021-07-08,600.0,180.0,60.0,0.0,360.0,600.0,Thursday,7.0,90
Deadlift,3.0,90.0,6.0,2021-07-08,540.0,162.0,54.0,0.0,324.0,540.0,Thursday,7.0,30
Squat,1.0,60.0,10.0,2021-07-08,600.0,60.0,60.0,0.0,480.0,600.0,Thursday,7.0,120
Squat,2.0,60.0,10.0,2021-07-08,600.0,60.0,60.0,0.0,480.0,600.0,Thursday,7.0,120
Squat,3.0,60.0,10.0,2021-07-08,600.0,60.0,60.0,0.0,480.0,600.0,Thursday,7.0,60
Squat,4.0,60.0,10.0,2021-07-08,600.0,60.0,60.0,0.0,480.0,600.0,Thursday,7.0,150
Squat,5.0,60.0,10.0,2021-07-08,600.0,60.0,60.0,0.0,480.0,600.0,Thursday,7.0,90
Bench Press,1.0,90.0,5.0,2021-07-09,450.0,0.0,45.0,405.0,0.0,450.0,Friday,7.0,120
Bench Press,2.0,100.0,5.0,2021-07-09,500.0,0.0,50.0,450.0,0.0,500.0,Friday,7.0,90
Bench Press,3.0,110.0,5.0,2021-07-09,550.0,0.0,55.0,495.0,0.0,550.0,Friday,7.0,90
Bench Press,4.0,120.0,3.0,2021-07-09,360.0,0.0,36.0,324.0,0.0,360.0,Friday,7.0,30
Bench Press,5.0,110.0,5.0,2021-07-09,550.0,0.0,55.0,495.0,0.0,550.0,Friday,7.0,90
Bench Press,6.0,100.0,5.0,2021-07-09,500.0,0.0,50.0,450.0,0.0,500.0,Friday,7.0,150
Bench Press,7.0,90.0,8.0,2021-07-09,720.0,0.0,72.0,648.0,0.0,720.0,Friday,7.0,120
Shoulder Press,1.0,50.0,10.0,2021-07-09,500.0,50.0,0.0,450.0,0.0,500.0,Friday,7.0,60
Shoulder Press,2.0,50.0,10.0,2021-07-09,500.0,50.0,0.0,450.0,0.0,500.0,Friday,7.0,120
Shoulder Press,3.0,50.0,10.0,2021-07-09,500.0,50.0,0.0,450.0,0.0,500.0,Friday,7.0,60
Shoulder Press,4.0,50.0,10.0,2021-07-09,500.0,50.0,0.0,450.0,0.0,500.0,Friday,7.0,60
Shoulder Press,5.0,50.0,10.0,2021-07-09,500.0,50.0,0.0,450.0,0.0,500.0,Friday,7.0,90
Barbell Row,1.0,90.0,10.0,2021-07-09,900.0,810.0,0.0,0.0,90.0,900.0,Friday,7.0,60
Barbell Row,2.0,90.0,10.0,2021-07-09,900.0,810.0,0.0,0.0,90.0,900.0,Friday,7.0,60
Barbell Row,3.0,90.0,10.0,2021-07-09,900.0,810.0,0.0,0.0,90.0,900.0,Friday,7.0,60
Barbell Row,4.0,90.0,10.0,2021-07-09,900.0,810.0,0.0,0.0,90.0,900.0,Friday,7.0,90
Barbell Row,5.0,90.0,10.0,2021-07-09,900.0,810.0,0.0,0.0,90.0,900.0,Friday,7.0,150
Shoulder Press,1.0,30.0,10.0,2021-07-10,300.0,30.0,0.0,270.0,0.0,300.0,Saturday,7.0,90
Shoulder Press,2.0,30.0,10.0,2021-07-10,300.0,30.0,0.0,270.0,0.0,300.0,Saturday,7.0,120
Shoulder Press,3.0,30.0,10.0,2021-07-10,300.0,30.0,0.0,270.0,0.0,300.0,Saturday,7.0,90
Shoulder Press,4.0,30.0,10.0,2021-07-10,300.0,30.0,0.0,270.0,0.0,300.0,Saturday,7.0,60
Shoulder Press,5.0,30.0,10.0,2021-07-10,300.0,30.0,0.0,270.0,0.0,300.0,Saturday,7.0,60
Barbell Row,1.0,50.0,10.0,2021-07-10,500.0,450.0,0.0,0.0,50.0,500.0,Saturday,7.0,90
Barbell Row,2.0,50.0,10.0,2021-07-10,500.0,450.0,0.0,0.0,50.0,500.0,Saturday,7.0,180
Barbell Row,3.0,50.0,10.0,2021-07-10,500.0,450.0,0.0,0.0,50.0,500.0,Saturday,7.0,90
Barbell Row,4.0,40.0,10.0,2021-07-10,400.0,360.0,0.0,0.0,40.0,400.0,Saturday,7.0,90
Barbell Row,5.0,40.0,10.0,2021-07-10,400.0,360.0,0.0,0.0,40.0,400.0,Saturday,7.0,90
Bench Press,1.0,65.0,5.0,2021-07-10,325.0,0.0,32.5,292.5,0.0,325.0,Saturday,7.0,90
Bench Press,2.0,75.0,10.0,2021-07-10,750.0,0.0,75.0,675.0,0.0,750.0,Saturday,7.0,120
Bench Press,3.0,85.0,12.0,2021-07-10,1020.0,0.0,102.0,918.0,0.0,1020.0,Saturday,7.0,150
Bicep Curl,1.0,40.0,10.0,2021-07-10,400.0,400.0,0.0,0.0,0.0,400.0,Saturday,7.0,90
Bicep Curl,2.0,40.0,10.0,2021-07-10,400.0,400.0,0.0,0.0,0.0,400.0,Saturday,7.0,120
Bicep Curl,3.0,40.0,10.0,2021-07-10,400.0,400.0,0.0,0.0,0.0,400.0,Saturday,7.0,120
Bicep Curl,4.0,40.0,8.0,2021-07-10,320.0,320.0,0.0,0.0,0.0,320.0,Saturday,7.0,90
Tricep Extension,1.0,20.0,10.0,2021-07-10,200.0,0.0,0.0,200.0,0.0,200.0,Saturday,7.0,90
Tricep Extension,2.0,20.0,10.0,2021-07-10,200.0,0.0,0.0,200.0,0.0,200.0,Saturday,7.0,120
Tricep Extension,3.0,20.0,10.0,2021-07-10,200.0,0.0,0.0,200.0,0.0,200.0,Saturday,7.0,60
Tricep Extension,4.0,20.0,10.0,2021-07-10,200.0,0.0,0.0,200.0,0.0,200.0,Saturday,7.0,90
Squat,1.0,60.0,5.0,2021-07-11,300.0,30.0,30.0,0.0,240.0,300.0,Sunday,7.0,60
Squat,2.0,70.0,5.0,2021-07-11,350.0,35.0,35.0,0.0,280.0,350.0,Sunday,7.0,60
Squat,3.0,80.0,5.0,2021-07-11,400.0,40.0,40.0,0.0,320.0,400.0,Sunday,7.0,120
Squat,4.0,80.0,1.0,2021-07-11,80.0,8.0,8.0,0.0,64.0,80.0,Sunday,7.0,120
Deadlift,1.0,60.0,10.0,2021-07-11,600.0,180.0,60.0,0.0,360.0,600.0,Sunday,7.0,150
Deadlift,2.0,60.0,10.0,2021-07-11,600.0,180.0,60.0,0.0,360.0,600.0,Sunday,7.0,90
Deadlift,3.0,60.0,10.0,2021-07-11,600.0,180.0,60.0,0.0,360.0,600.0,Sunday,7.0,150
